# SHA-256 of each downloaded series. The series digest is the
# SHA-256 of its per-file digests, sorted and joined by newlines,
# so it does not depend on the order files arrive in.
# sha256  files  bytes  series_uid
5052085c797ee0f15a98c1834e345ceafa48fc3b8f343880274a3a905a8ff942  60  6075548  1.3.6.1.4.1.14519.5.2.1.250030846521843267403166822433612638816
eaef35328685092430438bf89b7df3556d456341186cfb82bbff63073037e07f  64  7006556  1.3.6.1.4.1.14519.5.2.1.250155081541083738781172092104532619415
24316d13d01ce1737e737f80c8426b4ae52177fc5e5167364a15667870cb1234  192  19434598  1.3.6.1.4.1.14519.5.2.1.252592734521647952103954735565443022277
a7f648bd003060c4cb7adba9f45cb0ae47904570fce6f7782ededf6af1faa3bc  64  7001566  1.3.6.1.4.1.14519.5.2.1.253414618989570099999160046512911577184
15a7f597cd6004ba207b47690115ef9d55b707db19c55493ead868cab4e126a1  192  19444726  1.3.6.1.4.1.14519.5.2.1.255222076408379932845003091032702209787
b27f80a5629a911a75348cb678a3f4e402dc82ab2f35a615d6403b5e5beb0712  192  19433952  1.3.6.1.4.1.14519.5.2.1.256040749781188482609227473139878997137
ee5e7a14567812a03416e83935e2deda7b835b41e8d83f0bcf4d7bcd3434e5e2  192  19450842  1.3.6.1.4.1.14519.5.2.1.25828119121887782075528778556199409578
08047da01486f2cbb3898e95562c8b64fe5e00281a927920b8669bd4ce8e419c  192  19444902  1.3.6.1.4.1.14519.5.2.1.259716849831870579095508925214921975329
7bd1b235d707e6ea638380e2d31213ebb9787658d147fc9a9bbb9997a58cc247  64  7000880  1.3.6.1.4.1.14519.5.2.1.264144579747419207817302493353321037377
714acfca3e9a2ecae9341fadaa45bd34b8f57f049396956e8727ae93e05521dc  93  149745922  1.3.6.1.4.1.14519.5.2.1.265693354789798893980326663212246155811
b53bc8c0ab9a7da524d146a57ebb3b2f74e762c1d9e7beb735d644caea7bedf5  64  7001518  1.3.6.1.4.1.14519.5.2.1.266298210508840516619102994152930413709
b4ca7e50b5436de7f9fa66cbdd970c12c28a99906c22566df734b423f8de5197  60  6082100  1.3.6.1.4.1.14519.5.2.1.268389011647197613760610653761372648917
e5e9d391152307bb9cc86c4d9ba0f3805be9c2f103fa2878f1859abcab7eabb2  192  19460274  1.3.6.1.4.1.14519.5.2.1.271179100180253436398580575139312545115
110863d355f9843cf40da22f4737efe161c7dde88d94e22014e0cc72165f181b  192  19426106  1.3.6.1.4.1.14519.5.2.1.271595096091489809755506736231492664277
c26b0090d901bd0b13c99b2994941b5deeba1da361508e7b2b34fb05c353e340  192  19429206  1.3.6.1.4.1.14519.5.2.1.272987811230299173271793256424029827838
d929cbb8a63f96db21a5f56248e72e4b9f51c3c6343c5236d08528c4e87df490  192  19443552  1.3.6.1.4.1.14519.5.2.1.273629513690234257436455272270943949210
94042671259b836f079c559439ab2e4dafe2c90bcdcb88b7f73af0b4686485d4  60  6074754  1.3.6.1.4.1.14519.5.2.1.275207735023853519970821577885416482081
b152356fdacfbdc3a4b3b75e7a3f401c0ff0f95260e5bf83e8b65e7b58ada71b  192  19479116  1.3.6.1.4.1.14519.5.2.1.277133821703236938947922942808465010854
0c484a04969e6ce01905cd9d549b5fbcedf6b2893b26dabb337b806622527268  192  32024144  1.3.6.1.4.1.14519.5.2.1.278752690487281843065920080073540207465
d6f133634094f9ea7977ce173fd02dd30988b87cecf0c7d4e7131f39967023a5  192  19444574  1.3.6.1.4.1.14519.5.2.1.280479850131983672361724222722490841992
c3362cbac872058b9203a0ce1a2cc7137ec72b6c5123e116ac40b9b5f0e002e3  60  6080260  1.3.6.1.4.1.14519.5.2.1.28067216441883728111117088464107958597
5ee62e89a6f23223e83df46e6fcf284c0b07dc139b90d61d48269fdc96c25b18  93  149758940  1.3.6.1.4.1.14519.5.2.1.281484940672617124442217664126193861704
db4cc762bf317110846253d662223472996ac8ccee49bad5e75155d7d440c4e8  192  19432278  1.3.6.1.4.1.14519.5.2.1.283230600375803199260926192245320335372
584125df494790168eca9a6324f9ea5339d3cfce7611d5a38a9830c96fd30a4e  93  149744436  1.3.6.1.4.1.14519.5.2.1.284288033321725026315224223512006004736
2f037132f5bfd791a4b81c038ae9ac4450b537011cba3d3765ac233f69ee2f73  60  6081874  1.3.6.1.4.1.14519.5.2.1.284604689597618851730791539535642036515
28cf2c392551e5b3f4282bdd17b275e9d000ecef55f7f2c4c799e4565f3e0c89  900  32919436  1.3.6.1.4.1.14519.5.2.1.285676171443767095028795565333582659859
f8615305ddb701bb606d99ea81228a72d6214e76470d8677791d14cefa1799fd  93  149740072  1.3.6.1.4.1.14519.5.2.1.286849856188271075974092594547486352743
4d43b982149c72161e06e0585fcba2642cb40a8572e50deed404f54e3e6fae70  192  19465276  1.3.6.1.4.1.14519.5.2.1.28703366600815612924488138709207285567
636de992d4c9594a436b0564d5dbe48289fe32436a58bb8df188857b61ca1dde  64  7001526  1.3.6.1.4.1.14519.5.2.1.288693221964981200805989166649375963241
9580e7a97c1e168d2ee163a50626115b23b830c6fad805e3f60f8916dc82f26d  192  19425742  1.3.6.1.4.1.14519.5.2.1.29265837909323324944272160302069179697
0d78c6ae0e2a6e581bad80d749e7f1f9a9dcb6a9e27a1ce540c89125b6a066b6  192  19426228  1.3.6.1.4.1.14519.5.2.1.292804502561231109492283350935455508826
eb6858975698fe60ac8c50a34ef2b6479b376598f0484dcd1064d9750c5fdad7  60  6075728  1.3.6.1.4.1.14519.5.2.1.293843022503401022937612847666057039444
e2e5b574475f35de51da5b081952caf5c19c0954e9be64869f4b645cd46940e0  192  19428034  1.3.6.1.4.1.14519.5.2.1.29413306418381508770553515022695549817
765e0546d8a92e710ebb1f711974744bd1e3ea930fb8f28ba3014f0956b211bb  192  19432268  1.3.6.1.4.1.14519.5.2.1.295889748795268142241804563145897835798
e8a4842d7ad0d71dda296bfd618b59fe618178d6484c27731654b5489d280f28  93  149738834  1.3.6.1.4.1.14519.5.2.1.296172835986493101739165074998311911688
c8b827f15c10b31f8ceec399761a5168be9f14267b6602c3ad04fcffafae3bd5  900  33106036  1.3.6.1.4.1.14519.5.2.1.298758234511345013847204084225735580463
b4195da6d927cb446217812f3b853bf93b91953d012c0257b15877af02b1b26c  60  6077574  1.3.6.1.4.1.14519.5.2.1.298797031386071717357611909057214579083
ef27a90c1114d336f81a46620d14bbe4f973741f1b0fbf25f0ef374d2549e3f8  60  6077564  1.3.6.1.4.1.14519.5.2.1.299147252311152076229675367816685546097
a87411aa0998352ddb70ff7a423886b5ffec241922f44163b21c198412bb555e  900  32872842  1.3.6.1.4.1.14519.5.2.1.300498573568273803341547442172700602002
f5b61a743e1272ed45060fd40650ee42ad6c99676ad5088f71b691f9175ea8e0  60  6077414  1.3.6.1.4.1.14519.5.2.1.302893667093874758577687640798490508713
82463a189fa25c1052418b005eb6fc913133298d2fca3eed16b976224c0f1558  64  6999086  1.3.6.1.4.1.14519.5.2.1.304664131632340855252559437288625814808
0e3c864e40dd1706e6fb35c15b04e4ea3d039117428d64725271e00e06c367eb  64  7005594  1.3.6.1.4.1.14519.5.2.1.304880201403257322345815081846764597388
dd459678f6737cac64c44d367358168c0110b649b02b81e58ae331fa1392108c  192  19450692  1.3.6.1.4.1.14519.5.2.1.309297514132491444686148362260544165107
425d2a29172e5786785ce01c9dffd9c9f2233752f7fe33ca0929e2e7902faf83  192  19471824  1.3.6.1.4.1.14519.5.2.1.313542008311496752631098258338539773160
c424b190dc7e87d3d7e3a6e3b1befc4eee94dd08fdd2ca5d5f98124576985f0d  64  7010494  1.3.6.1.4.1.14519.5.2.1.313818033952683644817339496603190159330
f83a8c68107cab2935c9067e6cc67cbda3cbcb8933994b9b444484c5e1618747  192  19424616  1.3.6.1.4.1.14519.5.2.1.315403462772490369742110402262440016984
c0d119767828ba1b6020228995136759514a57f198dc36444768e29f40131f52  900  32820588  1.3.6.1.4.1.14519.5.2.1.316690708772975698508888027912191154709
785bd38595efb721a0f8c08426f9a8d4217e16f8506465c0895e24554d1b051e  192  32008430  1.3.6.1.4.1.14519.5.2.1.316749120647427834196242498836930671245
e05645ef156fbca3d5136c3c214d7697890a07dda05fbe99aac63c8aa86382d5  60  6076520  1.3.6.1.4.1.14519.5.2.1.316796817838090800169228495162531402830
2d7977ba557dc5bab0137ed4b30dbc0e5a44377031c9be408aacecb80b3cbc7a  900  33281378  1.3.6.1.4.1.14519.5.2.1.32167954144684652678732320061699573665
cba0290c4ac42fd08313a182bafed22fde17627f983de50e843613dd04bd28bd  900  33063596  1.3.6.1.4.1.14519.5.2.1.321924846382126682362781326536770683567
0f547ec98d98329edc7541849e58bc42dd5ecf3199d73a9a63666929045e37eb  192  19466836  1.3.6.1.4.1.14519.5.2.1.322916775473845107262844510149827646497
2c7d2d80bc49e1e0a21a6920f4ceb2c8cdcfe8883b0c045f21cd74b64db525ba  60  6080646  1.3.6.1.4.1.14519.5.2.1.323505424487058305202390484428087091987
2ed3c5593f6cfca7c8be8263c5bc4aa3fa011c081a93501c30ead884ee18a17e  93  149737728  1.3.6.1.4.1.14519.5.2.1.323749964514130690313714739199372266721
ddb6ba9426d94d304c1cec2ecde8bd14b871c9b6a04cd41978333611fe131849  900  33349890  1.3.6.1.4.1.14519.5.2.1.324350413400999372492058550223831923002
a77500febb72412cf81fcd756c9ee70be58da69693aeb400279f39d2991545eb  60  6083198  1.3.6.1.4.1.14519.5.2.1.326820037822894611366653209259053610388
0bb8356571e6bc03961a3ea69261d87da52e8cd6d6b1dd362b0701d62e3d6caf  60  6075142  1.3.6.1.4.1.14519.5.2.1.329203817062460050026775865578022608524
2f5418ef207bfd4da33813cdbf3f2280455a48cf6e2c11ec6fe7984a621c9fc9  78  125539922  1.3.6.1.4.1.14519.5.2.1.330193143842990582775839242195620571622
e6cf4b836e9d18fa842e10b5d6179fe05c1e024026953da2ad9fab81738dfc79  60  6082142  1.3.6.1.4.1.14519.5.2.1.33299024414619268862318128424876405417
44d363c27e601cb86d007af8d1b405e1c066e86021e7fa6dd8f3542e0df0da18  60  6075780  1.3.6.1.4.1.14519.5.2.1.334293016101945069884180185321654375731
2e5b7ae0db0e95d0333773fff08321bf51c50b6a61fc2e0fe5251c64a4bbe207  900  33157294  1.3.6.1.4.1.14519.5.2.1.336060171733369883082679050236457090356
f93796d493f2455bccc2a7fc847bcb1d812d2c2486383f4058eb72408a3a7185  60  6077318  1.3.6.1.4.1.14519.5.2.1.339641355809841795251866124828914036508
fdabbd125faa0e8db63d14e0719a0f1278bc21469868c2040dfd918978598c4f  192  19464556  1.3.6.1.4.1.14519.5.2.1.339837865386451771787185787094660691275
3e939211b423bf5252a785ea4174db4d9defab01840956235bceeb098de6b256  192  19441160  1.3.6.1.4.1.14519.5.2.1.34280480322018916856042889464842039125
10c7a4094183863b86ee3f17bc35960c448652378913b3bd717bf3f16da8a25e  64  6999332  1.3.6.1.4.1.14519.5.2.1.34697895808696985640716267686971715008
14c0a77f71ce8caf1f7c9a7aa02e5b7fa550af5ef8339b465a67f05e3982ee03  900  33281458  1.3.6.1.4.1.14519.5.2.1.34873732113182954563873443747122262592
8683a370c4d6d1c3c3ef3e0b6c622211ade62d2baee50390e6ae2a447f80a6bd  192  19442594  1.3.6.1.4.1.14519.5.2.1.35041909357764435341981938108093082964
07091a5f66b7ea67632b249d0cf04bbc89a1e6dfece7390399789d3433c3bf95  192  19433008  1.3.6.1.4.1.14519.5.2.1.36242591248827298101768036443575828450
42d386d979bb32f0deaea838aceaa6bc7efb25c5bc8b74360981b5eafb4e9e2d  64  7001342  1.3.6.1.4.1.14519.5.2.1.39431402441280002028310566108414321760
a9877c8342242ac430cd80d62f66d60f61e2988a81882b865cec9b0932871945  60  6075776  1.3.6.1.4.1.14519.5.2.1.4035811889439740522021750521667243311
570f459b599abe2f84d9416ca4bb995568221056633c6cd0be72ecdf15a085af  64  7006368  1.3.6.1.4.1.14519.5.2.1.40930431473315655793959206745899290445
e2fd2618800fc1705a06475d5bb107e984f0f25259ae3feddbedcbdc2139ff5c  192  19447200  1.3.6.1.4.1.14519.5.2.1.42620608980527348609158100740818361338
849f0e68db611632f0e16e82a920a10d365f1d0f060463c741ede350a61e2530  192  19458772  1.3.6.1.4.1.14519.5.2.1.46682160470623597187591449604680390847
0f8e4c4cbebc813f05d77f65ed56c83cf08be2095cbeadf0eba1a51845c0e420  93  149738842  1.3.6.1.4.1.14519.5.2.1.46923992249255424810632444602935682252
2bea830f1dadd93fd06d7b9d04a2b3f3104b3add42f29d464c1a6504301204f7  192  19428766  1.3.6.1.4.1.14519.5.2.1.47602439515754776790305874164046201046
7d81080d940dd151fe3268bdba8f2f72c8bc6d16d90bd88db1a64b7138217c74  64  6999308  1.3.6.1.4.1.14519.5.2.1.51192996492138540817614481874739503219
77451daa23eb5c37845c4182ab73f03ab47c745baeb1eba7ff8f3ce58640e8be  900  33159018  1.3.6.1.4.1.14519.5.2.1.53437372518265619401857497105539248983
2ac9d839f780583183f51dfe7c3d2ad09a9477db51c495802fc4e1c9e3c43505  192  19429944  1.3.6.1.4.1.14519.5.2.1.5348887355263783129052909063272753999
0587b702f2ddbb558f81e3bb107e8c01037afce3724ebef090daf716c773a934  192  19441690  1.3.6.1.4.1.14519.5.2.1.55578771704483892266285001209723663354
218c5c198e595d8a476cb0671f4eb49dfe42ac4e22e5d180609e7baad48a0c8d  64  7009746  1.3.6.1.4.1.14519.5.2.1.55871104022051474974112940877540949731
b2cb02ef3191c4ea97dcb1a72501e21e4b0bc263437cba0fc409014779ccddab  192  19427286  1.3.6.1.4.1.14519.5.2.1.55983540746988255956783515616035589634
7826e67349e05028c3b27b49c4d6052bdd5731411fb8a112b1f1463b89538c3b  900  32874268  1.3.6.1.4.1.14519.5.2.1.56214377726229670659293221107611292097
589e114ab0e8d34e76f31da3063ad0487c3dcb85e1ec8ea9256bd6c247a61f0d  192  19445646  1.3.6.1.4.1.14519.5.2.1.57775815073465575569445173832041363945
4ee385b23d1aa22fdb2ce1a10f2af5bc37a482c406cb23b4abd2b2049864ee01  60  6077440  1.3.6.1.4.1.14519.5.2.1.58411299376851176841633149099762605554
fab01f026495ff10abc7ad304eb99d6433ffe321553aeea13c1377709d0bb99d  64  7001318  1.3.6.1.4.1.14519.5.2.1.5959065300093138028212884493827829581
1be7002c6c4daf6ef6887556a5cd38614747bad73bfb808ab76073582be994e9  93  149738464  1.3.6.1.4.1.14519.5.2.1.59830029980739358873280266772164900204
6f59bc76effc3300511156f7120e3ed4d446d03a071fb30e00ae8b23214a65cd  192  19426992  1.3.6.1.4.1.14519.5.2.1.61706214974617063955278112307499301511
8340adecce67a81dc7090c5087378bfb2e8245b25f9ce34e0b084fb592ea1fda  900  33288674  1.3.6.1.4.1.14519.5.2.1.61718725442994752318082940127755726282
ddd9d379c98e9c114c6427037f93c4e9e5e4c480f8cc9ddb3e5d5c981ff0e5ac  192  19451034  1.3.6.1.4.1.14519.5.2.1.62048314379052322573600575221675116014
3cba34b2fd42d1c02dc5d4ffa11677131dca94f1ed205cd95d330e04805cf725  192  19468002  1.3.6.1.4.1.14519.5.2.1.62707215887378187988943160648641956504
4c2f13d4ce81ce7ffd75b2cfd58162e0bfd0e207a2bebbca5173a64df7fb0a96  192  19430818  1.3.6.1.4.1.14519.5.2.1.63928947926386140985274461554014291590
de6827614e6bc897fc842a168de30f28cd9dc9601bff8661d772163215637dcf  78  125565656  1.3.6.1.4.1.14519.5.2.1.64278675928010132809173296027214764707
02bbd559891630f26e5e457404b7a436ebeab42752cb82134d94066f297fc385  900  33247228  1.3.6.1.4.1.14519.5.2.1.6736567207744686292726622670831527384
fe5bbb7b38f8a5f2d1e27e08a5f41744333b0cdab8240595052f48555bb95c01  64  6998918  1.3.6.1.4.1.14519.5.2.1.67555549859557485089938882698264633381
59de8ad135ae4c0ff88a64aac8607ba0bf550a5eb0aea77482f85fbdf533a419  64  6999784  1.3.6.1.4.1.14519.5.2.1.6811858045975766227648992559313801270
880e91177845253f3a7ca38adf06787806150a01da0e6b30620b1659eac1dc6e  192  19451068  1.3.6.1.4.1.14519.5.2.1.68478581882738631933619224824858810641
73d1c42bf4a971f3542eb601ce4b62608370904303b57ec696b24cb806d909cd  192  19444170  1.3.6.1.4.1.14519.5.2.1.69705441856681924129691349845284136579
93cc99f3be6c119258aacb12cf387f66871e047179d8f1a89348654751d18537  93  149732724  1.3.6.1.4.1.14519.5.2.1.69859086740458052741502920935349591086
4954f61ab001eef0e814057ce16497f1fcfb25d55da3099a5d5e14abcdc09000  64  6999234  1.3.6.1.4.1.14519.5.2.1.71758673414034343147272008055035070104
73e43d4531be5ee92d8525266357ec38ead3534aa7314288303059e883197846  64  7006954  1.3.6.1.4.1.14519.5.2.1.74799615407932713012285195525693875365
ddc70c7241498c91ca6b94aeece9868deba5d782d00052b91c11559ff2ee2df5  64  7008066  1.3.6.1.4.1.14519.5.2.1.7582297115827697474010053650963053857
e835412705a68e83d2348815165b86cb80853129b68279537ec517547959c4fc  60  6077656  1.3.6.1.4.1.14519.5.2.1.76713994768470109853491501880904358979
b076d773c16f9347c2a3157a2c38a6da76fb86046d488aba0341155ab80e633d  64  6999474  1.3.6.1.4.1.14519.5.2.1.77501449696618700470968862853667590257
8aa4c04f0870eb6acd13da4795a1cda9031be2ad0e4804a41b860abaef4f22e6  93  149756824  1.3.6.1.4.1.14519.5.2.1.7941505651374036950362876854891197274
49fe55533b18c617f8bb17a96cddae968845dd0186f90da8c8ecd8837e0aada0  64  6998940  1.3.6.1.4.1.14519.5.2.1.79959761433185816048733027923787195680
a8b1cb4b53f4b546e8809c194f96d7b675ad9a09788d71d60f491a532fcb12db  93  149706788  1.3.6.1.4.1.14519.5.2.1.81052816515241523279255705726995922810
3dcd7f537933d6a63141ecd2cac4ec7e0231936fd887d3b91c5c3cc32777bd54  60  6075196  1.3.6.1.4.1.14519.5.2.1.83635726642782932578335888832991705305
d2bcec874c354e64adef870c9bc282103e69acb5413b5f33252a6863fd2a7645  192  19465250  1.3.6.1.4.1.14519.5.2.1.8691725007907131659504228203007873143
9cd172fca6a89ecab378d6cf7691a825ea7a7fcedb5fc374a1e0b6000a3a66a2  93  149732154  1.3.6.1.4.1.14519.5.2.1.86997212400416975835033677747297232548
0e607d249014827bc627b605fadfcaad16c68341d0575fb21c316fc699129960  192  19442344  1.3.6.1.4.1.14519.5.2.1.8819701125217072009474068988963011376
35fd81ba135aa9f57a18e6a51e9a3361cb92e4f7265bc70b22731fbf4a63a829  192  19425806  1.3.6.1.4.1.14519.5.2.1.88442458185890417183040615754756360791
ff83a5cbd3951517730791d85fc814241014692b8d0d448b337a9c2b953016e5  60  6075420  1.3.6.1.4.1.14519.5.2.1.89798245806526481796923394220877323413
4980b4b6718a7d9d37c57065b1bd4e84c98d2a182f7cd6b56023693021e78959  93  149740190  1.3.6.1.4.1.14519.5.2.1.89891317721100541399718221788454663357
ad227057f9bd75ac5cc3bd7d7c4a7519af704c09501fbf6088f65e751acafbeb  900  33221194  1.3.6.1.4.1.14519.5.2.1.94373940660783871668873621749614424417
63d3b6bdf0900a92f64064899d0d6f5d386898ba657977e6ccc134ba2db2d3c5  192  19444582  1.3.6.1.4.1.14519.5.2.1.94568451210709562343052917727278788690
5d81597447aa9e337f3db12b05fdc86ea67da1cdd4e3a636885d8db9182fc8a6  192  19445402  1.3.6.1.4.1.14519.5.2.1.99173067399042951364704341274833902681
